filename	frame_nb	local_id_cells	area_cells	sum_px_intensity_cells_ch1	sum_px_intensity_cells_ch2	sum_px_intensity_cells_ch3	sum_px_intensity_cells_12_bits	first_pixel_x_cells	first_pixel_y_cells	center_x_cells	center_y_cells	s1_stretch_cells	s2_stretch_cells	s0_stretch_cells	orientation_cells	vx_coords_cells	nb_of_perimeter_pixels	perimeter_length	sum_px_intensity_perimeter_ch1	sum_px_intensity_perimeter_ch2	sum_px_intensity_perimeter_ch3	sum_px_intensity_12_perimeter_bits	p1_polarity_ch1	p2_polarity_ch1	p1_polarity_ch2	p2_polarity_ch2	p1_polarity_ch3	p2_polarity_ch3	p1_polarity_12bits	p2_polarity_12bits	p1_polarity_ch1_normalized	p2_polarity_ch1_normalized	p1_polarity_ch2_normalized	p2_polarity_ch2_normalized	p1_polarity_ch3_normalized	p2_polarity_ch3_normalized	p1_polarity_12bits_normalized	p2_polarity_12bits_normalized	deprecated_v1_polarity_ch1	deprecated_v2_polarity_ch1	deprecated_v1_polarity_ch2	deprecated_v2_polarity_ch2	deprecated_v1_polarity_ch3	deprecated_v2_polarity_ch3	deprecated_v1_polarity_12bits	deprecated_v2_polarity_12bits	v1_polarity_ch1	v2_polarity_ch1	v1_polarity_ch2	v2_polarity_ch2	v1_polarity_ch3	v2_polarity_ch3	v1_polarity_12bits	v2_polarity_12bits	x_centroid_intensity_weighted_ch1	y_centroid_intensity_weighted_ch1	x_centroid_intensity_weighted_ch2	y_centroid_intensity_weighted_ch2	x_centroid_intensity_weighted_ch3	y_centroid_intensity_weighted_ch3	x_centroid_intensity_weighted_12bits	y_centroid_intensity_weighted_12bits	local_id_of_bonds	nb_of_vertices_no_cut_off	nb_of_vertices_cut_off	bd_size_cut_off	is_border_cell	is_border_cell_plus_one	
E14_75I_6_0.tif	9	1	285	166859	88658	24951.0	0.0	1.0	1.0	13.021052631578947	6.543859649122807	0.4728297605069653	-0.09378268093782915	0.4820406348690542	3.043691550164972	10:1#20:1#32:1#20:12#1:14	78	87.11269837220806	71828.0	30691.0	8821.0	0.0	-333.41704063027095	-72.06343703259127	-10.957219473724802	80.20453147816129	-63.48184081946919	-140.0895648268332	NaN	NaN	-0.06161915350939045	-0.013318119495426838	-0.0042845926125438015	0.03136231266407665	-0.09388796409584228	-0.20718876237486308	NaN	NaN	0.09820018948577175	0.049554845884552425	0.0262429489952172	-0.009101592878697875	0.003326403208647627	0.16015729398384754	NaN	NaN	-0.004492750668510238	0.21173979541099094	-0.012091868184301356	-0.014680699214031194	-0.09073099059964568	0.29829866237770175	NaN	NaN	21.69968656170779	0.0	21.370175280290553	0.0	19.675524027093104	0.0	0.0	0.0	32#33#34#35#36	5	5	2	true	true
E14_75I_6_0.tif	9	2	1235	1843528	190182	347552.0	0.0	1.0	15.0	13.920647773279352	35.92793522267206	-0.2066103668207498	-0.11973132261492259	0.238795798315053	1.833402227465311	1:14#20:12#36:23#30:44#15:59#1:68	143	159.98275605729683	184951.0	43405.0	26605.0	0.0	542.4458262364698	-691.4338239210425	-279.7588939807828	101.07659519501954	317.24628856994576	91.60868297838731	NaN	NaN	0.06492057361396208	-0.08275163766396293	-0.1533023456605438	0.055387976819218296	0.25740307337166524	0.0743282345475525	NaN	NaN	-0.258225208815378	-0.03926695975478576	0.08448892881499309	0.039650487650165794	-0.5276879390246867	-0.09738082876182068	NaN	NaN	-0.2645714641631058	-0.08181403072012962	0.1639163780083655	0.007572966903033211	-0.571222238685417	-0.12960200024461133	NaN	NaN	48.254942696829126	0.0	51.85273580044379	0.0	45.22629707209281	0.0	0.0	0.0	35#37#38#39#40#41	6	6	2	true	true
E14_75I_6_0.tif	9	3	588	696680	84313	164806.0	0.0	1.0	69.0	7.889455782312925	92.7125850340136	-0.40218169701169587	-0.06412869292932476	0.4072623315113137	1.6498567949685212	1:68#21:83#16:104#1:118	108	122.91168824543138	128351.0	23911.0	19646.0	0.0	1218.0497139971985	-874.0581889283484	-52.78566609530505	-16.956674950329756	391.57508334454525	56.1420707935889	NaN	NaN	0.1465911400226635	-0.10519208279330204	-0.03629202433415904	-0.011658317597294235	0.2931441125199719	0.04202953205615225	NaN	NaN	-0.15215633940449558	-0.04437519352230039	0.11318328413701222	-0.013611703470618007	-0.5189114625403897	-0.1273858618607252	NaN	NaN	-0.17025216954638575	-0.03683941608970008	0.19389937346457767	0.007732917300725672	-0.6056217388503073	-0.06621003790693332	NaN	NaN	100.55018372854109	0.0	101.96496388457297	0.0	98.10952271155176	0.0	0.0	0.0	42#43#44#45	4	4	2	true	true
E14_75I_6_0.tif	9	4	360	114424	68091	15169.0	0.0	1.0	119.0	11.033333333333333	118.61111111111111	-0.13170705753550369	-0.41939151684088427	0.4395861615232652	2.204049409022362	1:118#16:104#25:109#9:133#1:133	72	87.74011537017756	62662.0	23657.0	3619.0	0.0	-235.12667335353865	626.428617068153	-157.9491832763462	-175.076184580789	10.916916538477253	5.844412440589558	NaN	NaN	-0.04164008239936673	0.11093823963059386	-0.08104742585635624	-0.08983569142107868	0.03435295092607304	0.018390981835912125	NaN	NaN	0.09426769427696632	0.09507700450191382	0.007881877326335687	0.12150853435816579	0.08835226332283375	-0.009833823967530417	NaN	NaN	0.1318108023752345	0.07710677034649441	0.03320587484823831	0.05807938091448214	0.09192379900513574	-0.01062373412145675	NaN	NaN	130.86389219044955	0.0	130.47700870893362	0.0	129.68382886149382	0.0	0.0	0.0	48#49#44#46#47	5	5	2	true	true
E14_75I_6_0.tif	9	5	300	83092	59216	11900.0	0.0	1.0	134.0	7.443333333333333	145.2	-0.15537365501288916	0.08412987581834758	0.17668845088820853	1.3226617226743203	1:133#9:133#20:151#1:158	70	79.11269837220807	49200.0	21216.0	3100.0	0.0	-171.20898937071453	-406.5519333492213	-397.6534352300615	163.43675082783807	-9.839914126015174	-21.89676914624149	NaN	NaN	-0.03739470100669754	-0.08879725327021541	-0.22009488308254063	0.09045965501098226	-0.03511542000799048	-0.07814237355541442	NaN	NaN	0.2698751742679951	-0.19788769875696952	0.0042521008696185135	-0.15487979460289117	0.039297962818413384	-0.04149718472375198	NaN	NaN	0.34762700879685043	-0.22308465282435433	0.05997785535506051	-0.16347405006162583	0.0775847184829226	-0.07268297914515817	NaN	NaN	152.9613921917874	0.0	150.76479329910836	0.0	152.5896638655462	0.0	0.0	0.0	48#50#51#52	4	4	2	true	true
E14_75I_6_0.tif	9	6	473	263607	86828	38836.0	0.0	1.0	159.0	17.520084566596193	162.22198731501058	0.3443474789754685	0.03356618249713807	0.34597958738080475	0.04858532803023052	1:158#20:151#32:158#35:166#31:171#1:169	85	95.35533905932735	80603.0	25266.0	8716.0	0.0	-951.32017537933	59.345534065552044	185.60095139878538	-125.66096867156679	-208.49518459659924	132.24387230053833	NaN	NaN	-0.15118260949291876	0.009431117865447935	0.09966014784818478	-0.06747481961795815	-0.3006518380797938	0.19069679407164059	NaN	NaN	0.0950133760651417	0.23438867474721964	0.017841792929014545	-0.0997516929756136	0.22902762927102507	0.449176149766017	NaN	NaN	0.10048720575153401	0.251930156197707	0.08330509630883327	-0.1595472024597466	0.1912186062296715	0.48891661767466515	NaN	NaN	184.88546586395657	0.0	181.273506242226	0.0	184.57078483880935	0.0	0.0	0.0	51#53#54#55#56#57	6	6	2	true	true
E14_75I_6_0.tif	9	7	1792	2867881	244416	468830.0	0.0	1.0	170.0	17.874441964285715	195.82254464285714	-0.1599801761077891	-0.02609341820497741	0.1620941800963226	1.651636516569703	1:169#31:171#43:193#27:219#1:223	158	173.74011537017753	173323.0	34657.0	16100.0	0.0	-133.5870893017119	-659.0205344438784	-41.899905105825724	69.17515449148742	-123.30198551792968	-143.50517055544327	NaN	NaN	-0.01909269339768845	-0.09418931928743288	-0.030619253423138423	0.05055122632402115	-0.19429289624864032	-0.22612803108363386	NaN	NaN	-0.08262839824831394	-0.1240616751108191	-0.017412071949032874	-0.012477613035171644	-0.05985444440567541	-0.23877161365779073	NaN	NaN	-0.055948054902552516	-0.11902819065689656	0.05718864529487929	0.012627126250633234	-0.0368539923239193	-0.2365779895949659	NaN	NaN	210.87240195810077	0.0	212.82420136161298	0.0	209.61818143036922	0.0	0.0	0.0	56#58#59#60#61	5	5	2	true	true
E14_75I_6_0.tif	9	8	290	123298	60584	15340.0	0.0	1.0	224.0	13.26551724137931	230.08965517241379	0.11036373224542463	-0.15111501547355755	0.1871253625159169	2.671590781681704	1:223#27:219#29:224#13:242#8:243#1:228	76	89.25483399593898	63728.0	22141.0	5716.0	0.0	97.53802217855424	582.358895077214	-160.95945450610517	-169.83906771157464	95.1570303097631	40.34848122357587	NaN	NaN	0.01863315041632274	0.11125077837228382	-0.0913534517290672	-0.09639312658897345	0.21171988458975272	0.08977345930425511	NaN	NaN	0.06751381986118651	-0.16800588692865623	0.0011783050356749555	-0.04147805178482145	-0.06144123854659035	-0.12079109244988222	NaN	NaN	0.06093250196485002	-0.08742059780262601	-0.032456590222091186	-0.01585145305207716	-0.13323779224437587	-0.008837747938893968	NaN	NaN	244.1045515742348	0.0	245.16958272811303	0.0	241.50391134289438	0.0	0.0	0.0	64#65#66#60#62#63	6	6	2	true	true
E14_75I_6_0.tif	9	9	92	69757	13463	10880.0	0.0	1.0	229.0	3.0652173913043477	239.3804347826087	-0.5147090277443988	0.08365521455705398	0.5214629211786501	1.490236180447536	1:228#8:243#1:250	44	50.62741699796953	29287.0	8079.0	6384.0	0.0	-397.9947802641924	618.3672859866355	-19.5684887970185	78.78061875388931	88.09627349934627	123.60796564127847	NaN	NaN	-0.10140787204631549	0.15755812318275744	-0.01623911589210577	0.06537692364834688	0.10059246735515488	0.14114138719726527	NaN	NaN	-0.1351111823388165	-0.23743566129749438	0.2149667609695363	0.023421420498102512	-0.3775154108389282	-0.38262171140475076	NaN	NaN	-0.08942133155807362	-0.12787246112646639	0.33095511238092423	0.06991356398559163	-0.4751004276438923	-0.2204849397974442	NaN	NaN	241.47836059463566	0.0	243.75376959073014	0.0	238.86102941176472	0.0	0.0	0.0	65#67#68	3	3	2	true	true
E14_75I_6_0.tif	9	10	307	137756	58972	16669.0	0.0	1.0	251.0	11.0	253.7328990228013	0.08100072174875453	0.07651686734428856	0.11142687248596098	0.3784700551744304	1:250#8:243#13:242#23:261#20:264#1:262	65	76.18376618407355	67441.0	18827.0	4766.0	0.0	-314.03875651134365	-487.257265695753	-29.398026282158277	-4.515549288468751	-54.83291470483387	37.01747611657099	NaN	NaN	-0.047059410033155155	-0.07301659104990818	-0.01611348150880911	-0.0024750375846155455	-0.12654388698851926	0.08542925977054829	NaN	NaN	0.14326644147838144	0.17280749572502013	-0.03113861426209131	-0.04282389749585446	0.097521685894866	0.3737920714560155	NaN	NaN	0.14269713889333951	0.11491821219983148	-0.0227618571739169	-0.0992293688224961	0.07712018793594873	0.30421242937853377	NaN	NaN	266.51978135253637	0.0	265.4358848266974	0.0	266.86333913252145	0.0	0.0	0.0	64#67#69#70#71#72	6	6	2	true	true
